,revid,parentid,user,anon,userid,timestamp,size,sha1,comment,page,date,diff,lag,age
127,55070090,55070057,168.169.141.201,True,0,2006-05-25 14:17:45+00:00,3841,c854df75b4e8567bebd7dc0f540fe2e085fa12c5,,Buffalo,2006-05-25,35.0,19.0,1621.6885995370371
128,55070159,55070090,Gurubrahma,,253590,2006-05-25 14:18:13+00:00,3806,88becbd14acc4ea40d3835e02315d3211573a57c,Reverted edits by [[Special:Contributions/168.169.141.201|168.169.141.201]] ([[User talk:168.169.141.201|talk]]) to last version by Jottce,Buffalo,2006-05-25,-35.0,28.0,1621.688923611111
129,56530585,55070159,John,,764861,2006-06-02 17:54:40+00:00,3816,7af44794fcbb4011caae2ced057d1d5405bf739a,clean up  using [[Wikipedia:AutoWikiBrowser|AWB]],Buffalo,2006-06-02,10.0,704187.0,1629.8392361111112
130,56790386,56530585,Vegaswikian,,214427,2006-06-04 07:16:17+00:00,3836,045203c7d24e9783e5da5d47c2b95357730e78f9,/* Other things called Buffalo */ dab link,Buffalo,2006-06-04,20.0,134497.0,1631.3959143518518
131,56947477,56790386,Missvain,,1473712,2006-06-05 04:32:57+00:00,3805,9e2ae03d1c00852b13b49a7b6bc93b70b391ef23,Fixed White Buffalo to White_Buffalo for correct linkage,Buffalo,2006-06-05,-31.0,76600.0,1632.282488425926
132,57122661,56947477,Mdwyer,,404901,2006-06-06 04:19:11+00:00,3960,083a540323cc38fd95d28c51292a14f844ebe694,/* Other things called Buffalo */,Buffalo,2006-06-06,155.0,85574.0,1633.2729282407408
133,58213423,57122661,Missvain,,1473712,2006-06-12 14:51:49+00:00,3946,7a038c33119e9ee6f6b1185d562f058d47c0e34f,/* Other things called Buffalo */,Buffalo,2006-06-12,-14.0,556358.0,1639.7122569444443
134,58892689,58213423,Missvain,,1473712,2006-06-16 04:49:28+00:00,3940,47ed36a54ffb99e899addaf5aba939bb2c1cf1d5,,Buffalo,2006-06-16,-6.0,309459.0,1643.2939583333334
135,59992682,58892689,194.217.118.50,True,0,2006-06-22 13:25:53+00:00,3941,3248ddbc1d1e8d87c681fbb40de92e302dcd79cd,/* People */,Buffalo,2006-06-22,1.0,549385.0,1649.6525810185185
136,60028989,59992682,Mdwyer,,404901,2006-06-22 17:42:11+00:00,3940,47ed36a54ffb99e899addaf5aba939bb2c1cf1d5,rv test edit,Buffalo,2006-06-22,-1.0,15378.0,1649.8305671296296
137,60491497,60028989,Lawrence Chard,,13310,2006-06-25 14:14:32+00:00,4057,fb108f71793e37fb804877920060b8b33ae38b9f,/* Other things called Buffalo */ added gold bullion coin,Buffalo,2006-06-25,117.0,246741.0,1652.6863657407407
138,60491696,60491497,Lawrence Chard,,13310,2006-06-25 14:16:33+00:00,4061,2d96fc89f1e2393620adaad86bb0225a69424e63,/* Other things called Buffalo */,Buffalo,2006-06-25,4.0,121.0,1652.6877662037036
139,60829009,60491696,No1lakersfan,,1182142,2006-06-27 12:46:36+00:00,4074,cebc727efc966221cc5a0a1a7a8cfeaab39a5c87,created disambiguation page,Buffalo,2006-06-27,13.0,167403.0,1654.625300925926
140,61132337,60829009,Asarelah,,341405,2006-06-29 03:11:42+00:00,4120,099e38783c91edf080f421b600918cb8adfb182b,/* People */,Buffalo,2006-06-29,46.0,138306.0,1656.226064814815
141,61168773,61132337,81.137.228.127,True,0,2006-06-29 09:18:38+00:00,4196,db54c7fca0926173949883b8c4e371e21f8af936,/* Other things called Buffalo */,Buffalo,2006-06-29,76.0,22016.0,1656.4808796296297
142,61190120,61168773,Raumka,,1689865,2006-06-29 13:14:17+00:00,4355,b3669dafdaee1680fa070d87d8426dd99c7d66dc,/* Other things called Buffalo */,Buffalo,2006-06-29,159.0,14139.0,1656.644525462963
143,61918524,61190120,80.177.20.202,True,0,2006-07-03 22:04:29+00:00,4355,e059c69ede22506528ba6149b3f2211f5a878cf9,,Buffalo,2006-07-03,0.0,377412.0,1661.0127199074075
144,62239987,61918524,RussBot,,279219,2006-07-05 19:57:09+00:00,4355,ef319ab9b2307e84c36d95ecd079bfe8aecdc3f2,Robot-assisted fixing links to disambiguation page ([[WP:DPL|you can help!]]) Japanese,Buffalo,2006-07-05,0.0,165160.0,1662.9242939814815
145,64495775,62239987,Mareino,,114034,2006-07-18 16:54:09+00:00,4498,2eee2f29dc16004430ddfab68f31977bbb0d8c2a,/* Places called Buffalo */ highlighting the big buffalo,Buffalo,2006-07-18,143.0,1112220.0,1675.7972106481482
146,64766666,64495775,Starionwolf,,1316035,2006-07-20 01:05:49+00:00,4248,48e568cec7cf25879eb683adb0f8940374839e04,edited wikilinks per Wikipedia:Manual of Style (disambiguation pages),Buffalo,2006-07-20,-250.0,115900.0,1677.1386458333334
147,65582042,64766666,Grzond,,1664750,2006-07-24 16:59:15+00:00,4251,5b5bdc61b5631f0c09cce3ec8b9d534465d1b04f,/* Places called Buffalo */ changed phrasing,Buffalo,2006-07-24,3.0,402806.0,1681.8007523148149
148,65582121,65582042,Grzond,,1664750,2006-07-24 16:59:37+00:00,4253,0a809da561aff7433a0a19a2d32c54db169c4de4,/* Places called Buffalo */,Buffalo,2006-07-24,2.0,22.0,1681.8010069444445
149,68390677,65582121,Geof Sheppard,,845597,2006-08-08 12:36:56+00:00,4387,6faa813bba58ddd72210e5c8374865425ef7e821,/* Other things called Buffalo */,Buffalo,2006-08-08,134.0,1280239.0,1696.618587962963
150,68521928,68390677,Darkildor,,765303,2006-08-09 01:47:15+00:00,4377,e99a955e0e95bdfba82e57e7e96bf822e536d38b,/* Other things called Buffalo */,Buffalo,2006-08-09,-10.0,47419.0,1697.1674189814814
151,68541373,68521928,Pi Delport,,286305,2006-08-09 04:01:56+00:00,6203,bcdb6fecd07ffbc7e1a624d5d2b9da69cc7b6ea6,attempt cleanup ([[MoS:DP]]) and organization,Buffalo,2006-08-09,1826.0,8081.0,1697.260949074074
152,70059996,68541373,200.241.108.195,True,0,2006-08-16 18:09:33+00:00,6217,8b242234895fb35688b7ecbeeb29f33a99ebfb51,,Buffalo,2006-08-16,14.0,655657.0,1704.8495717592593
153,70316839,70059996,83.252.134.127,True,0,2006-08-17 22:52:22+00:00,6308,8b3c9ae01ef971e7b6e302c014778852136f39fc,/* Sport teams */,Buffalo,2006-08-17,91.0,103369.0,1706.0459722222222
154,70318062,70316839,Pi Delport,,286305,2006-08-17 23:00:26+00:00,6297,52ef30e468af50bb049c319677546e9d3888bce4,/* Sport teams */ cleanup/unlink,Buffalo,2006-08-17,-11.0,484.0,1706.051574074074
155,71956869,70318062,Real decimic,,344728,2006-08-26 06:06:20+00:00,6399,312d3858611d3c92b0d75a0f40051b5b9b0c7dea,/* Sport teams */,Buffalo,2006-08-26,102.0,716754.0,1714.347337962963
156,72096397,71956869,Pi Delport,,286305,2006-08-27 00:09:02+00:00,6383,d8c6d9d776b7db9d9a054179a7e12a96172ff095,/* Sport teams */ unlink,Buffalo,2006-08-27,-16.0,64962.0,1715.099212962963
157,73112902,72096397,Leo1410,,1202060,2006-08-31 22:30:18+00:00,6440,affde6e00171d4a8b1a581091c27de689e1c1df1,,Buffalo,2006-08-31,57.0,426076.0,1720.0306481481482
158,73287138,73112902,198.73.252.11,True,0,2006-09-01 20:50:53+00:00,6462,70e537bcc34577a7f6e212023837bc4ae6720850,/* Biology */,Buffalo,2006-09-01,22.0,80435.0,1720.9616087962963
159,73287242,73287138,198.73.252.11,True,0,2006-09-01 20:51:33+00:00,6440,affde6e00171d4a8b1a581091c27de689e1c1df1,/* Biology */,Buffalo,2006-09-01,-22.0,40.0,1720.9620717592593
160,75615820,73287242,BlueMoonlet,,210350,2006-09-14 00:58:17+00:00,6461,b2584a5da8a56456516809dd7fe578a631920d10,/* Places */,Buffalo,2006-09-14,21.0,1051604.0,1733.1334143518518
161,75769784,75615820,Violetriga,,90192,2006-09-14 21:28:00+00:00,6531,186b962a1ad662a8abda15e2d9a6ed4e7c0e453d,/* See also */ [[Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo]],Buffalo,2006-09-14,70.0,73783.0,1733.9873842592592
162,76296903,75769784,JHMM13,,210901,2006-09-17 21:48:38+00:00,6532,10e85b213be7a07762171595fb80b6785b703cec,/* See also */ link fix,Buffalo,2006-09-17,1.0,260438.0,1737.001712962963
163,78515010,76296903,151.198.211.130,True,0,2006-09-29 15:25:20+00:00,6544,d65ac2162582d891c4389f298fa08081da0863e8,/* Biology */,Buffalo,2006-09-29,12.0,1013802.0,1748.7355324074074
164,78516589,78515010,Jacek Kendysz,,466816,2006-09-29 15:34:55+00:00,6532,10e85b213be7a07762171595fb80b6785b703cec,Revert to revision 76296903 dated 2006-09-17 21:48:38 by JHMM13 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],Buffalo,2006-09-29,-12.0,575.0,1748.7421875
165,82746575,78516589,RealityCheck,,392097,2006-10-21 02:44:38+00:00,6574,ab0d69d12f94bf52d1185cb827b10ffc0e7275dd,"/* Other uses */ buffalo, grant lee",Buffalo,2006-10-21,42.0,1854583.0,1770.2072685185185
166,83324931,82746575,71.131.187.170,True,0,2006-10-24 00:55:18+00:00,6619,6edaf803ecb0a7122e15e003ceeac3ae0a782b9b,/* People */,Buffalo,2006-10-24,45.0,252640.0,1773.1313425925925
167,83347280,83324931,Pi Delport,,286305,2006-10-24 03:00:06+00:00,6574,ab0d69d12f94bf52d1185cb827b10ffc0e7275dd,remove vandalism,Buffalo,2006-10-24,-45.0,7488.0,1773.2180092592594
168,84465354,83347280,Mecumbyah,,2528161,2006-10-29 19:10:04+00:00,6665,67c97e1a11b98c23253762c870f0cd208a1e1d98,/* Other uses */,Buffalo,2006-10-29,91.0,490198.0,1778.8915972222221
169,86039718,84465354,217.206.228.67,True,0,2006-11-06 12:55:57+00:00,28,095cdea0c6a47c6b894cabec8a863407c66a80b6,,Buffalo,2006-11-06,-6637.0,668753.0,1786.6317939814815
170,86039909,86039718,217.206.228.67,True,0,2006-11-06 12:57:46+00:00,0,da39a3ee5e6b4b0d3255bfef95601890afd80709,,Buffalo,2006-11-06,-28.0,109.0,1786.6330555555555
171,86039926,86039909,AntiVandalBot,,1574574,2006-11-06 12:57:56+00:00,6665,67c97e1a11b98c23253762c870f0cd208a1e1d98,BOT - rv [[Special:Contributions/217.206.228.67|217.206.228.67]] ([[User talk:217.206.228.67|talk]]) to last version by Mecumbyah,Buffalo,2006-11-06,6665.0,10.0,1786.6331712962963
172,86173124,86039926,71.245.167.142,True,0,2006-11-07 01:00:19+00:00,6880,801ab76f53126118fc2e5b86d3a522514c3213d7,,Buffalo,2006-11-07,215.0,43343.0,1787.134826388889
173,86337845,86173124,Pi Delport,,286305,2006-11-07 20:08:09+00:00,6665,67c97e1a11b98c23253762c870f0cd208a1e1d98,remove vandalism,Buffalo,2006-11-07,-215.0,68870.0,1787.9319328703705
174,90110990,86337845,Reedy,,449918,2006-11-25 23:31:07+00:00,6666,7ddb171b254c9fe981e5f9f09485886cf758aa72,"[[WP:AWB/T|Typo fixing]] Typos: descibe → describe,  using [[Project:AWB|AWB]]",Buffalo,2006-11-25,1.0,1567378.0,1806.0728819444444
175,90484315,90110990,216.66.108.130,True,0,2006-11-27 18:57:56+00:00,6242,0ec315bb57acb38c034d5cd1568e3c13df2d2bf1,/* Biology */,Buffalo,2006-11-27,-424.0,156409.0,1807.8831712962963
176,90484467,90484315,Haza-w,,445993,2006-11-27 18:58:38+00:00,6666,7ddb171b254c9fe981e5f9f09485886cf758aa72,JS: Reverted [[Wikipedia:Vandalism|vandalism]] by [[Special:Contributions/216.66.108.130|216.66.108.130]] to last version by Reedy Boy.,Buffalo,2006-11-27,424.0,42.0,1807.8836574074073
177,90717314,90484467,206.54.105.95,True,0,2006-11-28 19:13:28+00:00,26,421d03fec1a815040dad9d434013a78972487d46,[[WP:AES|←]]Replaced page with 'WIKIPEDIA SUCKS BALLS!!!!!',Buffalo,2006-11-28,-6640.0,87290.0,1808.8939583333333
178,90717355,90717314,AntiVandalBot,,1574574,2006-11-28 19:13:39+00:00,6666,7ddb171b254c9fe981e5f9f09485886cf758aa72,BOT - rv [[Special:Contributions/206.54.105.95|206.54.105.95]] ([[User talk:206.54.105.95|talk]]) to last version by Haza-w,Buffalo,2006-11-28,6640.0,11.0,1808.8940856481481
179,90856922,90717355,216.146.115.192,True,0,2006-11-29 07:20:04+00:00,6709,c75a14b28f71b316ebe90ae15353862eefe153f0,/* Other uses */,Buffalo,2006-11-29,43.0,43585.0,1809.3985416666667
180,90856953,90856922,216.146.115.192,True,0,2006-11-29 07:20:23+00:00,6709,410c6750ee2133a2e6d2886f2d15cf695e6a826f,/* Other uses */,Buffalo,2006-11-29,0.0,19.0,1809.3987615740741
181,92482098,90856953,170.158.90.50,True,0,2006-12-06 16:27:49+00:00,6750,cd4535db52ad55fac25aadb9b6fd29d56869f40b,,Buffalo,2006-12-06,41.0,637646.0,1816.7789236111112
182,92483637,92482098,Viewfinder,,567902,2006-12-06 16:35:48+00:00,6709,410c6750ee2133a2e6d2886f2d15cf695e6a826f,rvv,Buffalo,2006-12-06,-41.0,479.0,1816.7844675925926
183,93250839,92483637,69.158.118.124,True,0,2006-12-10 00:07:12+00:00,6779,0a4c4645546f92f549261d979076afcdb49cf6f6,/* Biology */,Buffalo,2006-12-10,70.0,286284.0,1820.0979398148147
184,93250999,93250839,69.158.118.124,True,0,2006-12-10 00:08:08+00:00,6807,f498da172b1c56d3a1b60d3e176d18bba19c9cd8,/* Biology */,Buffalo,2006-12-10,28.0,56.0,1820.098587962963
185,93270869,93250999,Nationalparks,,420058,2006-12-10 02:04:56+00:00,6709,410c6750ee2133a2e6d2886f2d15cf695e6a826f,rvv,Buffalo,2006-12-10,-98.0,7008.0,1820.179699074074
186,95233455,93270869,74.33.166.181,True,0,2006-12-19 03:05:11+00:00,7134,16b3c7076f10f99f99a519b255031df1cb88c201,/* People */,Buffalo,2006-12-19,425.0,781215.0,1829.2215393518518
187,95233637,95233455,Rumpelstiltskin223,,2759206,2006-12-19 03:06:11+00:00,6709,410c6750ee2133a2e6d2886f2d15cf695e6a826f,Revert to revision 93270869 dated 2006-12-10 02:04:56 by Nationalparks using [[:en:Wikipedia:Tools/Navigation_popups|popups]],Buffalo,2006-12-19,-425.0,60.0,1829.2222337962962
188,95751359,95233637,Dougsbabe613,,2934826,2006-12-21 17:04:04+00:00,6741,7dbb5f7cb97c5182b543e61b2497f76ad366eeb7,/* Biology */,Buffalo,2006-12-21,32.0,223073.0,1831.8040972222223
189,95759161,95751359,Notinasnaid,,86195,2006-12-21 17:50:01+00:00,6709,410c6750ee2133a2e6d2886f2d15cf695e6a826f,"revert; information belongs on the page for the animal, not this ""disambiguation"" page",Buffalo,2006-12-21,-32.0,2757.0,1831.8360069444445
190,95955898,95759161,Dougsbabe613,,2934826,2006-12-22 18:10:02+00:00,6739,b1a8b98230e9ecdd8d030804ca0b926f3860f3b7,/* People */,Buffalo,2006-12-22,30.0,87601.0,1832.8499074074075
191,96063638,95955898,Mdwyer,,404901,2006-12-23 06:48:09+00:00,6709,410c6750ee2133a2e6d2886f2d15cf695e6a826f,"rv to previous version...and for the same reason, too!",Buffalo,2006-12-23,-30.0,45487.0,1833.3763773148148
192,96172114,96063638,Ser Amantio di Nicolao,,753665,2006-12-23 22:24:13+00:00,6820,1716d16ea3fe77a2969104322f39c42b329a781e,/* Other uses */,Buffalo,2006-12-23,111.0,56164.0,1834.026423611111
193,96368406,96172114,68.38.94.98,True,0,2006-12-25 03:30:16+00:00,6840,7b5a1a342787135c10b554e3c3d669a2ac820af4,/* Biology */,Buffalo,2006-12-25,20.0,104763.0,1835.2389583333334
194,96368638,96368406,Alphachimp,,250388,2006-12-25 03:32:39+00:00,6820,1716d16ea3fe77a2969104322f39c42b329a781e,Reverted edits by [[Special:Contributions/68.38.94.98|68.38.94.98]] ([[User talk:68.38.94.98|talk]]) to last version by AlbertHerring,Buffalo,2006-12-25,-20.0,143.0,1835.2406134259259
195,96927745,96368638,Briggon,,3115123,2006-12-28 13:27:53+00:00,6899,9506c21bb9da892bc32170a57fcd8a15d85a8fd5,,Buffalo,2006-12-28,79.0,294914.0,1838.6539699074074
196,100552995,96927745,70.171.55.57,True,0,2007-01-14 00:30:26+00:00,7009,4eb6bff2c45af84ec732e6b94b5128f9690f52bc,,Buffalo,2007-01-14,110.0,1422153.0,1855.114074074074
197,100554863,100552995,Iced Kola,,1104264,2007-01-14 00:40:26+00:00,6899,9506c21bb9da892bc32170a57fcd8a15d85a8fd5,Reverted 1 edit by [[Special:Contributions/70.171.55.57|70.171.55.57]] ([[User talk:70.171.55.57|talk]]) to last revision (96927745) by Briggon using [[WP:VPRF|VP]],Buffalo,2007-01-14,-110.0,600.0,1855.1210185185184
198,101431028,100554863,72.75.206.96,True,0,2007-01-17 22:37:52+00:00,6909,0d7ee1cba9e9b53884ae07e36ffca3bae3f2f1f2,,Buffalo,2007-01-17,10.0,338246.0,1859.0359027777777
199,101431077,101431028,TNTfan101,,2984012,2007-01-17 22:38:05+00:00,6899,9506c21bb9da892bc32170a57fcd8a15d85a8fd5,Undo revision 101431028 by [[Special:Contributions/72.75.206.96|72.75.206.96]] ([[User talk:72.75.206.96|talk]]),Buffalo,2007-01-17,-10.0,13.0,1859.0360532407408
200,102158102,101431077,69.92.70.174,True,0,2007-01-21 05:21:33+00:00,6896,a95695d48ac61f1f7f041c22d9e331cb55f03c9f,/* Biology */,Buffalo,2007-01-21,-3.0,283408.0,1862.316238425926
201,102158625,102158102,69.92.70.174,True,0,2007-01-21 05:25:30+00:00,6897,d939237e1894d5ee51c4ca0164cf5d6259844275,/* Biology */,Buffalo,2007-01-21,1.0,237.0,1862.3189814814814
202,102158896,102158625,69.92.70.174,True,0,2007-01-21 05:27:29+00:00,6961,a4f1ab649bafb7e068a96ce2731a33a8f1069075,/* Biology */,Buffalo,2007-01-21,64.0,119.0,1862.3203587962962
203,102159653,102158896,69.92.70.174,True,0,2007-01-21 05:32:30+00:00,6900,52805694cf1ed85fe084e300cc4175af4394050f,/* Biology */,Buffalo,2007-01-21,-61.0,301.0,1862.3238425925927
204,102316992,102159653,68.83.177.190,True,0,2007-01-21 23:45:06+00:00,6899,9506c21bb9da892bc32170a57fcd8a15d85a8fd5,,Buffalo,2007-01-21,-1.0,65556.0,1863.0825925925926
205,104515337,102316992,152.13.52.99,True,0,2007-01-31 05:19:31+00:00,6927,9acd1dc07c370c572e7d54dcf3cd2d03a6c95f30,,Buffalo,2007-01-31,28.0,797665.0,1872.3148263888888
206,104515412,104515337,Luna Santin,,1587622,2007-01-31 05:20:04+00:00,6899,9506c21bb9da892bc32170a57fcd8a15d85a8fd5,Reverted edits by [[Special:Contributions/152.13.52.99|152.13.52.99]] ([[User talk:152.13.52.99|talk]]) to last version by 68.83.177.190,Buffalo,2007-01-31,-28.0,33.0,1872.3152083333334
207,105379068,104515412,Tomer T,,3120961,2007-02-03 18:37:50+00:00,6997,65fc5d23a6519ebbe723454c8485bd11d6ee6f61,/* Sport teams */,Buffalo,2007-02-03,98.0,307066.0,1875.869212962963
208,105379138,105379068,Tomer T,,3120961,2007-02-03 18:38:10+00:00,6998,aec796af82bfc445bb067f7f761671107f4d38f4,/* Sport teams */,Buffalo,2007-02-03,1.0,20.0,1875.8694444444445
209,105379202,105379138,Tomer T,,3120961,2007-02-03 18:38:27+00:00,7002,4dae7900a29f9a8e05cbe4c959a2abb585a807a4,/* Sport teams */,Buffalo,2007-02-03,4.0,17.0,1875.8696412037036
210,106689465,105379202,71.235.157.151,True,0,2007-02-08 22:39:08+00:00,7015,62cd49a26c771b70d01c343e6a17475c6c13db81,/* People */,Buffalo,2007-02-08,13.0,446441.0,1881.0367824074074
211,106729397,106689465,202.137.153.18,True,0,2007-02-09 01:34:01+00:00,7150,fe3d21766062191aba6a5b7e65810408326e4e77,/* Sport teams */  Added new sports team with Buffalo in the title,Buffalo,2007-02-09,135.0,10493.0,1881.1582291666666
212,106745823,106729397,Asarelah,,341405,2007-02-09 02:51:16+00:00,7137,1700cd6fcc878ab78d4f8f4fb0d842fb483e3304,/* People */,Buffalo,2007-02-09,-13.0,4635.0,1881.211875
213,107783673,106745823,213.42.21.79,True,0,2007-02-13 09:31:42+00:00,7136,4765475fb780442445cd30a19674922303529ce1,/* People */,Buffalo,2007-02-13,-1.0,369626.0,1885.4899537037038
214,108960092,107783673,Missvain,,1473712,2007-02-18 01:15:28+00:00,7202,a2974f83a1376bfcbb89ac8aab9358056a222960,/* Other uses */ added buffalo linux,Buffalo,2007-02-18,66.0,402226.0,1890.1453472222222
215,108968502,108960092,Missvain,,1473712,2007-02-18 02:00:16+00:00,7262,c382cd90e158b4297038ec85b3c74e1c594157b0,/* Other uses */ added buffalo (business),Buffalo,2007-02-18,60.0,2688.0,1890.1764583333334
216,109628594,108968502,Fatty911,,3619704,2007-02-20 19:55:26+00:00,7274,323f2b8f22d00945264d9eeb09742238af118db9,/* See also */,Buffalo,2007-02-20,12.0,237310.0,1892.923101851852
217,109628931,109628594,Woodsstock,,3284872,2007-02-20 19:56:51+00:00,7262,c382cd90e158b4297038ec85b3c74e1c594157b0,[[WP:AES|←]]Undid revision 109628594 by [[Special:Contributions/Fatty911|Fatty911]] ([[User talk:Fatty911|talk]]),Buffalo,2007-02-20,-12.0,85.0,1892.924085648148
218,109840097,109628931,199.185.88.90,True,0,2007-02-21 16:34:36+00:00,22,0e6da80900851b34266891d9a7b628770a4cab2e,i mustn't eat cheese!,Buffalo,2007-02-21,-7240.0,74265.0,1893.7836342592593
219,109840158,109840097,Myanw,,1698025,2007-02-21 16:34:51+00:00,7262,c382cd90e158b4297038ec85b3c74e1c594157b0,[[WP:AES|←]]Undid revision 109840097 by [[Special:Contributions/199.185.88.90|199.185.88.90]] ([[User talk:199.185.88.90|talk]]),Buffalo,2007-02-21,7240.0,15.0,1893.7838078703703
220,110325560,109840158,204.108.212.249,True,0,2007-02-23 14:01:51+00:00,7274,c6703ce8a8f24c30763193fe85c38d9ec6495e32,,Buffalo,2007-02-23,12.0,163620.0,1895.6775578703703
221,110325617,110325560,SYSS Mouse,,74615,2007-02-23 14:02:17+00:00,7262,c382cd90e158b4297038ec85b3c74e1c594157b0,Reverted 1 edit by [[Special:Contributions/204.108.212.249|204.108.212.249]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Myanw|Myanw]]. ([[WP:TWINKLE|TW]]),Buffalo,2007-02-23,-12.0,26.0,1895.6778587962963
222,110535596,110325617,Wolfdog,,1071745,2007-02-24 07:36:25+00:00,7274,fddcf2545914335c0eafce4c28a52116a18e0853,/* Biology */,Buffalo,2007-02-24,12.0,63248.0,1896.4098958333334
223,110537544,110535596,Wolfdog,,1071745,2007-02-24 07:53:47+00:00,7468,a853cb7594b4a20f0a1baacc8547ad86ab6a3038,,Buffalo,2007-02-24,194.0,1042.0,1896.4219560185186
224,111419421,110537544,24.61.236.10,True,0,2007-02-27 21:30:46+00:00,7435,5f9f04d2316ff68d38b39f002d449178a79cd365,/* Biology */,Buffalo,2007-02-27,-33.0,308219.0,1899.9893055555556
225,111419555,111419421,Moreschi,,1166448,2007-02-27 21:31:15+00:00,7468,a853cb7594b4a20f0a1baacc8547ad86ab6a3038,Reverted 1 edit by [[Special:Contributions/24.61.236.10|24.61.236.10]]  to last revision by  [[User:Wolfdog|Wolfdog]]. ([[WP:TWINKLE|TW]]),Buffalo,2007-02-27,33.0,29.0,1899.9896412037037
226,112502116,111419555,Buffowl,,3734474,2007-03-04 05:24:29+00:00,115,47e255efb0f37efcfa6c1d3e05cac040521eef03,"[[WP:AES|←]]Replaced page with '{{wiktionarypar|buffalo|Buffalo}}
{{TOCright}}
'''Buffalo''' may refer to:

-Jen's granovsky's balls
-Yelena's cock'",Buffalo,2007-03-04,-7353.0,373994.0,1904.318275462963
227,112502152,112502116,Kuru,,764407,2007-03-04 05:24:42+00:00,7468,a853cb7594b4a20f0a1baacc8547ad86ab6a3038,Reverted edits by [[Special:Contributions/Buffowl|Buffowl]] ([[User talk:Buffowl|talk]]) to last version by Moreschi,Buffalo,2007-03-04,7353.0,13.0,1904.318425925926
228,112855568,112502152,Brian Huffman,,3582605,2007-03-05 18:15:37+00:00,7468,c1dbeb6e19f115654751b15cd5d7884d268fb713,/* Biology */ Bison entry,Buffalo,2007-03-05,0.0,132655.0,1905.8537847222221
229,112856280,112855568,Woodsstock,,3284872,2007-03-05 18:18:57+00:00,7468,a853cb7594b4a20f0a1baacc8547ad86ab6a3038,[[WP:AES|←]]Undid revision 112855568 by [[Special:Contributions/Brian Huffman|Brian Huffman]] ([[User talk:Brian Huffman|talk]]),Buffalo,2007-03-05,0.0,200.0,1905.856099537037
